Title,Location,lat,lon,Facility
"Clinical Nurse Educator III, Operating Room","Santa Cruz, California",28.467178,-16.2507843,Sutter Health
"Nursing Assistant, Float Pool","Santa Cruz, California",28.467178,-16.2507843,Sutter Health
"Inpatient Clinical Pharmacist III, Adult and Pediatric","Santa Cruz, California",28.467178,-16.2507843,Sutter Health
"Licensed Vocational Nurse, Infusion","Santa Cruz, California",28.467178,-16.2507843,Sutter Health
"Registered Nurse II, MedTele 5","Roseville, California",38.7521235,-121.2880059,Sutter Health
Clinical Laboratory Scientist Generalist,"Roseville, California",38.7521235,-121.2880059,Sutter Health
Security Officer II,"Roseville, California",38.7521235,-121.2880059,Sutter Health
Virtual Patient Safety Attendant,"Roseville, California",38.7521235,-121.2880059,Sutter Health
Cook III,"Roseville, California",38.7521235,-121.2880059,Sutter Health
Clinical Laboratory Scientist - Microbiology (Per Diem),"Roseville, California",38.7521235,-121.2880059,Sutter Health
"Diagnostic Imaging Supervisor, Outpatient","Roseville, California",38.7521235,-121.2880059,Sutter Health
"Medical Assistant II, Pediatrics","Roseville, California",38.7521235,-121.2880059,Sutter Health
"Staff Nurse II, Skilled Nursing Facility","Roseville, California",38.7521235,-121.2880059,Sutter Health
Diet Assistant II,"Roseville, California",38.7521235,-121.2880059,Sutter Health
"Staff Nurse II, Orthopedics PCU10","Berkeley, California",37.8708393,-122.272863,Sutter Health
"Medical Assistant II, Family Medicine","Berkeley, California",37.8708393,-122.272863,Sutter Health
"RN, Hospice Nurse III","Berkeley, California",37.8708393,-122.272863,Sutter Health
Radiologic Technologist II,"Berkeley, California",37.8708393,-122.272863,Sutter Health
Staffing Coordinator II,"Berkeley, California",37.8708393,-122.272863,Sutter Health
"LVN, Home Health","Berkeley, California",37.8708393,-122.272863,Sutter Health
"Staff Nurse II, Medical Surgical, Telemetry","Berkeley, California",37.8708393,-122.272863,Sutter Health
"Manager, Perioperative","Berkeley, California",37.8708393,-122.272863,Sutter Health
"Staff Nurse II, NICU","Berkeley, California",37.8708393,-122.272863,Sutter Health
"Staff Nurse II, Psych Medical 4EA","Berkeley, California",37.8708393,-122.272863,Sutter Health
Cardiac Sonographer,"Roseville, California",38.7521235,-121.2880059,Sutter Health
"Director, Medical Staff Administration","Roseville, California",38.7521235,-121.2880059,Sutter Health
"Unit Secretary / Nursing Assistant, Pediatrics","Roseville, California",38.7521235,-121.2880059,Sutter Health
Food Service Worker,"Roseville, California",38.7521235,-121.2880059,Sutter Health
Chaplain Lead,"Roseville, California",38.7521235,-121.2880059,Sutter Health
"Staff Nurse II, NICU","Roseville, California",38.7521235,-121.2880059,Sutter Health
"Director, Supply Chain Contracting","Roseville, California",38.7521235,-121.2880059,Sutter Health
"RN Case Manager, Home Health","Roseville, California",38.7521235,-121.2880059,Sutter Health
SF Oncology Authorization Coordinator,"Roseville, California",38.7521235,-121.2880059,Sutter Health
Clinical Laboratory Scientist,"Roseville, California",38.7521235,-121.2880059,Sutter Health
"Staff Nurse II, Critical Care","Sacramento, California",38.5810606,-121.493895,Sutter Health
Mammography Radiologic Technologist,"Sacramento, California",38.5810606,-121.493895,Sutter Health
"RN Clinical Manager, Home Health","Sacramento, California",38.5810606,-121.493895,Sutter Health
IV Pharmacy Technician,"Sacramento, California",38.5810606,-121.493895,Sutter Health
Pathology Lab Assistant III,"Sacramento, California",38.5810606,-121.493895,Sutter Health
Accountant III,"Sacramento, California",38.5810606,-121.493895,Sutter Health
"Medical Assistant ll, Imaging","Sacramento, California",38.5810606,-121.493895,Sutter Health
"Physical Therapist II, Home Health","Sacramento, California",38.5810606,-121.493895,Sutter Health
Clinical Infusion Pharmacist,"Sacramento, California",38.5810606,-121.493895,Sutter Health
"Rehab Supervisor, PACE","Sacramento, California",38.5810606,-121.493895,Sutter Health
Ambulatory Clinical Pharmacist,"San Francisco, California",37.7790262,-122.419906,Sutter Health
CT/X-Ray Technologist III,"San Francisco, California",37.7790262,-122.419906,Sutter Health
"Imaging Technician Assistant, Magnetic Resonance Imaging","San Francisco, California",37.7790262,-122.419906,Sutter Health
"Registered Nurse II, Inpatient Surgical Unit","San Francisco, California",37.7790262,-122.419906,Sutter Health
"Manager, Lab Services","San Francisco, California",37.7790262,-122.419906,Sutter Health
Sonographer,"San Francisco, California",37.7790262,-122.419906,Sutter Health
"Staff Nurse II, NICU","San Francisco, California",37.7790262,-122.419906,Sutter Health
"Behavioral Health Care Manager, Ambulatory Care","San Francisco, California",37.7790262,-122.419906,Sutter Health
CT Technologist,"San Francisco, California",37.7790262,-122.419906,Sutter Health
"Nursing Assistant, Behavioral Health","San Francisco, California",37.7790262,-122.419906,Sutter Health
Assistant Nursing Manager - NICU,"San Francisco, California",37.7790262,-122.419906,Sutter Health
Clinical Laboratory Scientist Generalist,"San Francisco, California",37.7790262,-122.419906,Sutter Health
"Registered Nurse II, Medical / Surgical Acute","San Francisco, California",37.7790262,-122.419906,Sutter Health
Bone Density Technician II,"San Francisco, California",37.7790262,-122.419906,Sutter Health
"Surgery Scheduler lll, Head & Neck Surgery/ENT","San Francisco, California",37.7790262,-122.419906,Sutter Health
"Monitor Technician, ICU","San Francisco, California",37.7790262,-122.419906,Sutter Health
"Medical Assistant, Family Medicine, Daly City","San Francisco, California",37.7790262,-122.419906,Sutter Health
"Staff Nurse II, Cardiac Tele PCU8","San Francisco, California",37.7790262,-122.419906,Sutter Health
"Registered Nurse II, Cardiology","San Francisco, California",37.7790262,-122.419906,Sutter Health
Certified Nursing Assistant,"San Francisco, California",37.7790262,-122.419906,Sutter Health
"Patient Services Representative II, Float","Folsom, California",38.6779591,-121.176058,Sutter Health
Security Officer II,"Folsom, California",38.6779591,-121.176058,Sutter Health
Central Processing Technician II,"Folsom, California",38.6779591,-121.176058,Sutter Health
Chaplin Student,"Folsom, California",38.6779591,-121.176058,Sutter Health
Computed Tomography Technologist,"Folsom, California",38.6779591,-121.176058,Sutter Health
"Staff Nurse II, ICU","Folsom, California",38.6779591,-121.176058,Sutter Health
MA II,"Folsom, California",38.6779591,-121.176058,Sutter Health
"Supervisor, Home Health Nursing","Folsom, California",38.6779591,-121.176058,Sutter Health
"Staff Nurse II, Medical  Surgical Telemetry Orthopedics","Folsom, California",38.6779591,-121.176058,Sutter Health
CT Technologist,"Folsom, California",38.6779591,-121.176058,Sutter Health
"Surgical Technician III, Operating Room","Mountain View, California",37.3893889,-122.0832101,Sutter Health
Director Accreditation & Licensure,"Mountain View, California",37.3893889,-122.0832101,Sutter Health
Nurse Manager - Emergency Room and Dialysis,"Mountain View, California",37.3893889,-122.0832101,Sutter Health
"Care Manager, Registered Nurse","Mountain View, California",37.3893889,-122.0832101,Sutter Health
"Nurse Manager, CVICU","Mountain View, California",37.3893889,-122.0832101,Sutter Health
"Manager, Lab Services","Mountain View, California",37.3893889,-122.0832101,Sutter Health
"Sonographer III, Maternal Fetal Medicine","Mountain View, California",37.3893889,-122.0832101,Sutter Health
Lead EVS/Transport,"Mountain View, California",37.3893889,-122.0832101,Sutter Health
"Ambulatory Services Nurse II, Surgery & Endoscopy Center","Mountain View, California",37.3893889,-122.0832101,Sutter Health
"Infusion Clinical Pharmacist, Oncology","Mountain View, California",37.3893889,-122.0832101,Sutter Health
"Staff Nurse II, Telemetry","Berkeley, California",37.8708393,-122.272863,Sutter Health
"RN Case Manager, Home Health","Berkeley, California",37.8708393,-122.272863,Sutter Health
Cardiovascular Technologist,"Berkeley, California",37.8708393,-122.272863,Sutter Health
"LVN, Home Health","Berkeley, California",37.8708393,-122.272863,Sutter Health
Speech Language Pathologist II,"Berkeley, California",37.8708393,-122.272863,Sutter Health
"Manager, Telemedicine","Berkeley, California",37.8708393,-122.272863,Sutter Health
Security Officer II,"Berkeley, California",37.8708393,-122.272863,Sutter Health
"Donor Relations Officer II, Philanthropy","Berkeley, California",37.8708393,-122.272863,Sutter Health
"Quality Compliance Coordinator, Registered Nurse, Home Health","Berkeley, California",37.8708393,-122.272863,Sutter Health
Worker-Mental Health (ABMC 250),"Berkeley, California",37.8708393,-122.272863,Sutter Health
"Polysomnographic Technologist II, Sleep Lab","Los Banos, California",37.0583,-120.8499,Sutter Health
"Sonographer, General","Los Banos, California",37.0583,-120.8499,Sutter Health
Registered Nurse II Emergency Department,"Los Banos, California",37.0583,-120.8499,Sutter Health
"Physical Therapist III, Acute Care","Los Banos, California",37.0583,-120.8499,Sutter Health
Registered Nurse Acute Rehabilitation,"Los Banos, California",37.0583,-120.8499,Sutter Health
Licensed Clinical Social Worker III,"Los Banos, California",37.0583,-120.8499,Sutter Health
Patient Services Representative II,"Los Banos, California",37.0583,-120.8499,Sutter Health
"Licensed Clinical Social Worker, Per Diem","Los Banos, California",37.0583,-120.8499,Sutter Health
"RN, Clinical Nurse Educator III, Hospice","Los Banos, California",37.0583,-120.8499,Sutter Health
"Director, Quality & Patient Safety (Acute Clinician)","Los Banos, California",37.0583,-120.8499,Sutter Health
"RN Case Manager, Hospice","West Sacramento, California",38.5805,-121.5302,Sutter Health
"Supervisor, Behavior Health","West Sacramento, California",38.5805,-121.5302,Sutter Health
"Staff Nurse II, Neuro ICU","West Sacramento, California",38.5805,-121.5302,Sutter Health
"Physical Therapist II, Acute Care","West Sacramento, California",38.5805,-121.5302,Sutter Health
"Physical Therapist II, Acute Care","West Sacramento, California",38.5805,-121.5302,Sutter Health
CT Technologist III,"West Sacramento, California",38.5805,-121.5302,Sutter Health
Radiologic Technologist II,"West Sacramento, California",38.5805,-121.5302,Sutter Health
Radiation Therapist II,"West Sacramento, California",38.5805,-121.5302,Sutter Health
"Nurse Practitioner, ICU","West Sacramento, California",38.5805,-121.5302,Sutter Health
Comparative Medicine Technician II,"West Sacramento, California",38.5805,-121.5302,Sutter Health
Nurse Practitioner - Outpatient Wound Care Clinician,"Burlingame, California",37.5779,-122.3481,Sutter Health
"Occupational Therapist, Rehabilitation Services, Berkeley, Oakland, Part Time","Burlingame, California",37.5779,-122.3481,Sutter Health
MRI Technologist,"Burlingame, California",37.5779,-122.3481,Sutter Health
Optometrist III,"Burlingame, California",37.5779,-122.3481,Sutter Health
Radiologic Technologist II,"Burlingame, California",37.5779,-122.3481,Sutter Health
"Registered Nurse II, Emergency Department","Burlingame, California",37.5779,-122.3481,Sutter Health
Radiology Technologist,"Burlingame, California",37.5779,-122.3481,Sutter Health
"Registered Nurse II, Emergency Department","Burlingame, California",37.5779,-122.3481,Sutter Health
"Patient Services Representative II, Pediatrics","Burlingame, California",37.5779,-122.3481,Sutter Health
Physical Therapist,"Burlingame, California",37.5779,-122.3481,Sutter Health
Data Scientist III,"Roseville, California",38.7521235,-121.2880059,Sutter Health
Food Production Worker,"Roseville, California",38.7521235,-121.2880059,Sutter Health
"IR Technologist, Outpatient","Roseville, California",38.7521235,-121.2880059,Sutter Health
"Registered Nurse II, Same Day Surgery","Roseville, California",38.7521235,-121.2880059,Sutter Health
Radiologic Technologist II,"Roseville, California",38.7521235,-121.2880059,Sutter Health
"Staff Nurse II, Cardiology","Roseville, California",38.7521235,-121.2880059,Sutter Health
"Medical Assistant, Orthopedic Surgery, Mountain View / Sunnyvale","Roseville, California",38.7521235,-121.2880059,Sutter Health
"Medical Assistant ll, Shared Staff","Roseville, California",38.7521235,-121.2880059,Sutter Health
Radiologic Technologist,"Roseville, California",38.7521235,-121.2880059,Sutter Health
"Speech Language Pathologist, SLP, Home Health","Roseville, California",38.7521235,-121.2880059,Sutter Health
"Hospice, Medical Social Worker","Sacramento, California",38.5810606,-121.493895,Sutter Health
Security Officer II,"Sacramento, California",38.5810606,-121.493895,Sutter Health
"Driver II, Per Diem","Sacramento, California",38.5810606,-121.493895,Sutter Health
Staffing Coordinator II,"Sacramento, California",38.5810606,-121.493895,Sutter Health
CT Technologist,"Sacramento, California",38.5810606,-121.493895,Sutter Health
"Occupational Therapist II, Oakland, Per Diem","Sacramento, California",38.5810606,-121.493895,Sutter Health
Radiologic Technologist II,"Sacramento, California",38.5810606,-121.493895,Sutter Health
"Surgery Scheduler III, Infusion, Santa Cruz","Sacramento, California",38.5810606,-121.493895,Sutter Health
"RN Hospice, Part Time","Sacramento, California",38.5810606,-121.493895,Sutter Health
Licensed Vocational Nurse II,",",,,Sutter Health
"Nursing Assistant, Med-Surg Neurology Night shift","San Francisco, California",37.7790262,-122.419906,Sutter Health
Clinical Lab Scientist Generalist,"San Francisco, California",37.7790262,-122.419906,Sutter Health
"Case Manager II, Registered Nurse","San Francisco, California",37.7790262,-122.419906,Sutter Health
Registered Nurse II,"San Francisco, California",37.7790262,-122.419906,Sutter Health
MA II - Cardiology,"San Francisco, California",37.7790262,-122.419906,Sutter Health
